Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,Moisture,Soil_Type,Crop_Type,fertilizer
70.66,45.37,27.84,23.4,66.3,6.11,12.7,Loamy Sand,Wheat,Muriate of Potash
53.86,23.46,35.47,28.2,66.7,7.28,13.2,Loamy Sand,Okra,Single Super Phosphate
96.43,60.28,64.95,27.2,59.7,6.44,42.6,Clay,Chilli,15-15-15
107.07,34.03,79.73,16.5,75.6,6.1,24,Sandy Loam,Cauliflower,15-15-15
18.82,55.09,26.03,26.4,75.4,6.87,30.8,Clay Loam,Black Gram,Urea
74.05,39.65,53.77,22,60.5,6.76,20.3,Loam,Onion,15-15-15
63.25,47.77,35.53,29.5,68.6,6.77,29.8,Silt Loam,Cotton,17-17-17
40.18,22,27.83,21.5,51.5,6.04,21.6,Loam,Barley,20-20-0
39.45,25.1,20.81,27,66,6.94,17.5,Loamy Sand,Okra,Muriate of Potash
13.56,34.66,8.76,18.3,67.9,7.85,8.7,Sandy,Lentil,20-20-0
24.02,38.86,17.21,26.8,69.6,6.8,32.8,Silt Loam,Chickpea,19-19-19
39.49,17.28,29.15,29.8,62.8,6.88,20,Loam,Sesame,DAP
39.09,23.12,18.64,32.5,69.1,6.02,20.4,Sandy Loam,Sesame,20-20-0
45.53,26.95,28.75,30.5,69.2,6.33,38.5,Clay Loam,Sesame,Muriate of Potash
70.72,26.02,44.54,18,78.7,7.45,10.5,Sandy,Cabbage,15-15-15
17.07,28.07,13.63,18.3,51.5,6.24,15.2,Sandy Loam,Lentil,20-20-0
13.12,19.89,11.54,24.4,65.8,6.96,14.5,Sandy,Lentil,20-20-0
11.9,41.49,19.55,29.7,73.3,6.67,16.9,Sandy Loam,Black Gram,19-19-19
86.39,48.01,27.18,32.8,51.2,6.22,36.4,Clay Loam,Sorghum,Muriate of Potash
73.51,57.07,126.04,15.7,72,6.66,30.2,Silt Loam,Potato,15-15-15
57.18,34.93,19.86,31.4,61.5,6.01,13.2,Loamy Sand,Cotton,Muriate of Potash
63.8,23.46,29.04,16.1,54.7,6.51,28,Loam,Barley,12-32-16
65.23,24.38,31.75,27.1,84.8,6.95,20.1,Loam,Jute,Single Super Phosphate
69.67,35.87,25.78,31.7,82.3,6.16,15.2,Sandy Loam,Rice,Muriate of Potash
31.41,16.48,21.94,31,83.7,6.59,18.2,Loamy Sand,Jute,20-20-0
41.41,26.92,40.23,31.9,73.6,6.22,20.4,Sandy Loam,Okra,20-20-0
78.41,45.43,20.17,15.7,51.6,7.11,13.1,Loamy Sand,Wheat,Muriate of Potash
107.38,48.72,66.35,19.3,78.8,6.94,30.7,Silt Loam,Cabbage,15-15-15
68.21,39.67,27.75,33.7,60.1,6.89,27,Loam,Sorghum,Muriate of Potash
121.35,86.7,122.78,24.1,79.6,6.16,49.7,Clay,Potato,15-15-15
55.83,27.66,41.1,27.4,62.1,6.92,16.6,Sandy Loam,Sunflower,DAP
18.69,26.43,19.77,27.4,62.4,6.41,24.7,Loam,Green Gram,20-20-0
26.1,17.07,20.8,33.7,72,7.29,9.8,Sandy,Jute,20-20-0
170.11,32.8,165.46,23.1,84.4,6.46,25.7,Loam,Banana,15-15-15
43.58,24.91,19.13,34.5,59,6.13,21.1,Loam,Sesame,20-20-0
53.91,21.19,48.06,30,70.9,6.3,17.5,Loamy Sand,Brinjal,Single Super Phosphate
12.36,32.88,33.63,28.9,60.2,6.53,16,Loamy Sand,Groundnut,Urea
151.75,40.43,64.89,15.8,81.8,6.01,26.3,Silt Loam,Cabbage,15-15-15
10.18,20.4,10.99,19.9,60.2,7.97,8.9,Sandy,Lentil,20-20-0
151.1,39.24,149.85,30.5,71.3,6.71,24.7,Sandy Loam,Banana,15-15-15
71.93,25.59,34.03,20.9,63,6.03,25.5,Loam,Mustard,DAP
46.17,23.1,36.36,27.1,62.1,7.27,14.4,Loamy Sand,Chilli,Single Super Phosphate
96.28,32.8,42.4,16.3,84.4,6.47,14.6,Loamy Sand,Cauliflower,15-15-15
118.41,34.62,71.85,26.5,68.7,6.41,30,Silt Loam,Mango,15-15-15
56.59,15.97,24.78,16.2,52.5,7.92,13.7,Sandy,Mustard,12-32-16
124.19,44.79,44.85,22.5,54.6,5.75,46.4,Clay,Mustard,DAP
17.18,39.11,20.13,34.7,74,6.3,39.7,Clay Loam,Green Gram,19-19-19
54.01,30.57,64.5,18.8,55,7.86,8.1,Sandy,Grapes,15-15-15
69.98,38.26,97.26,19.4,65.8,6,33.5,Clay Loam,Grapes,15-15-15
124.14,44.52,58.96,24.2,71.3,6.89,28.2,Silt Loam,Mango,15-15-15
22.98,53.06,20.78,21.5,53.5,6.28,27.1,Silt Loam,Chickpea,19-19-19
45.51,34.42,48.51,23.2,67.8,6.67,25,Sandy Loam,Chilli,20-20-0
36.13,18.81,31.02,24.2,67.3,6.93,14.4,Sandy,Chilli,DAP
52.24,20.61,28.57,23.7,61.6,7.66,12.1,Sandy,Onion,12-32-16
135.68,43.45,52.23,18.2,69.5,6.09,29.3,Silt Loam,Maize,15-15-15
101.86,35.48,43.68,15.2,62.8,6.31,29.3,Silt Loam,Mustard,DAP
28.34,37.31,27.92,31.9,79,6.34,39.6,Clay Loam,Pigeonpea,Urea
108.97,62.03,71.61,18.7,81,6.02,28.6,Silt Loam,Cabbage,15-15-15
31.16,37.12,24.62,32.9,64,6.23,44.1,Clay,Green Gram,Muriate of Potash
93.37,35.18,49.6,25.6,58.2,6.92,33.8,Silt Loam,Chilli,15-15-15
51.27,25.07,36.14,20.4,72.1,6.47,13.5,Loamy Sand,Onion,15-15-15
71.18,53.8,48.53,30,66,6.86,36.4,Clay,Cotton,15-15-15
40.75,33.78,31.27,26,66.6,6.52,30.3,Clay Loam,Sesame,20-20-0
51.91,26.34,36.74,32.2,73.2,6.77,20.8,Sandy Loam,Okra,15-15-15
87.32,24.88,64.4,27.3,66.4,6.04,12.5,Loamy Sand,Tomato,Single Super Phosphate
61.87,30.12,26.73,27.6,70.4,6.27,29.5,Silt Loam,Jute,Muriate of Potash
54.17,40.7,44.52,31.4,82.4,6.05,27.4,Loam,Rice,17-17-17
96.96,51.38,49.96,34.5,74.8,6.54,32.6,Clay Loam,Cotton,15-15-15
56.54,34.8,49.71,21.6,76.5,6,18.7,Loamy Sand,Citrus,17-17-17
59.08,26.76,39.59,23.7,51.2,7.75,9.2,Sandy,Chilli,14-35-14
63.61,35.62,58.98,16.4,71.8,7.79,8.2,Sandy,Potato,Muriate of Potash
135.15,50.57,92.06,21.2,77,6.78,30.5,Clay Loam,Sugarcane,15-15-15
78.68,27.85,45.12,19.6,71.7,7.3,16.4,Loamy Sand,Cabbage,15-15-15
93.95,47.62,72.69,17.4,82.9,6.12,24.1,Sandy Loam,Cabbage,15-15-15
40.5,28.58,24.63,26.8,61.2,7.03,12,Sandy,Sunflower,Muriate of Potash
77.86,30.4,119.07,20.9,74.2,5.83,39.5,Clay,Tobacco,15-15-15
77.21,26.49,96.83,21.4,75.1,7.44,9.7,Sandy,Banana,15-15-15
112.52,30.47,77.45,31.3,67.9,6.43,32.4,Silt Loam,Citrus,15-15-15
156.84,46.75,133.72,34.7,84.3,6.85,24.5,Loam,Banana,15-15-15
44.95,31.72,21.9,33.2,82.3,6.1,29,Loam,Jute,Muriate of Potash
55.68,32.68,92.76,29.8,75.4,6.96,28.7,Loam,Tobacco,15-15-15
10.43,20.42,16.84,29.9,76.3,6.47,15.2,Loamy Sand,Pigeonpea,20-20-0
74.95,30.11,48.68,27.9,56.3,6.36,25.5,Silt Loam,Sunflower,DAP
108.48,33.32,71.84,29.1,71.4,6.45,31.9,Clay Loam,Mango,15-15-15
58.6,24.34,44.91,30.4,71,7.6,8.7,Sandy,Brinjal,Single Super Phosphate
35.53,14.81,16.69,23.8,54.8,7.96,12.2,Sandy,Mustard,20-20-0
47.92,19.95,77.42,31.9,50.5,7.92,13,Sandy,Grapes,DAP
121.26,59.85,36.58,22.6,51.7,6.23,30.1,Clay Loam,Wheat,15-15-15
110.49,38.17,43.44,23.6,85.3,5.59,47.6,Clay,Rice,15-15-15
79.63,29.8,32.98,29.8,72.1,6.67,25.5,Loam,Cotton,14-35-14
74.07,26.96,70.54,22.8,70.9,7.56,13.7,Sandy,Potato,Muriate of Potash
77.85,35.56,79.66,25.4,79.3,6.48,33,Clay Loam,Mango,15-15-15
102.99,31.35,44.51,23,84.4,7.28,14.3,Sandy,Sugarcane,15-15-15
107.05,32.22,56.73,31.1,77.3,6.66,37.5,Clay Loam,Rice,15-15-15
119.39,35.26,219.42,31.7,75.9,6.85,20.5,Loam,Banana,15-15-15
82.41,34.87,79.67,25.4,70.4,6.54,28.3,Silt Loam,Citrus,15-15-15
63.8,51.63,34.93,27.9,54.7,6.44,34.8,Silt Loam,Sunflower,15-15-15
53.37,32.15,21.89,27.7,84.4,6.57,29.7,Silt Loam,Jute,Muriate of Potash
56.34,25.76,69.45,24,82.8,7.11,8.2,Sandy,Potato,Muriate of Potash
125.92,48.21,43.38,24.9,61.5,6.03,36.3,Clay Loam,Wheat,15-15-15
39.34,30.12,50.61,21.2,60.9,7.85,13.5,Sandy,Grapes,20-20-0
89.27,40.1,39.41,28.9,73.9,6.98,31.5,Silt Loam,Rice,15-15-15
93.29,36.51,47.53,22.3,76.8,6.62,38.1,Clay Loam,Rice,15-15-15
90.08,44.75,41.93,24.3,84.1,5.88,39.1,Clay Loam,Rice,15-15-15
110.01,31.48,85.27,21.4,75.3,6.39,24.7,Loam,Citrus,15-15-15
51.2,39.59,94.74,27.4,55.1,6.24,28.3,Loam,Grapes,15-15-15
63.15,30.32,67.03,29.3,60.1,7.22,14.8,Loamy Sand,Mango,15-15-15
16.61,57.44,39.17,24,70.3,6.73,24.8,Loam,Soybean,Urea
50.96,39.48,43.5,32.9,66.2,6.47,22.3,Loam,Cotton,17-17-17
61.65,28.49,53.22,19.4,70.8,6.95,12,Sandy,Cabbage,15-15-15
11.87,35.15,16.27,33.3,64.4,6.2,22.9,Sandy Loam,Pigeonpea,19-19-19
23.5,58.46,15.25,22.8,55.2,6.93,29.9,Silt Loam,Chickpea,19-19-19
68.34,24.7,32.07,34,52.8,6.72,20.1,Sandy Loam,Sorghum,Single Super Phosphate
65.46,42.63,40.38,29.3,60.4,6.99,30.1,Silt Loam,Sunflower,DAP
94.52,51.33,134.3,22.6,82.3,6.34,32.6,Silt Loam,Potato,15-15-15
114.73,42.97,116.58,27.4,71.6,6.03,25,Loam,Tomato,15-15-15
11.59,35.49,40.75,29.3,63.7,6.51,15.3,Sandy Loam,Groundnut,Urea
25.36,43.9,27.78,26.4,77.6,6.93,35,Clay,Black Gram,Urea
90.33,23.44,101.18,26.7,84.3,6.82,9.3,Sandy,Banana,Single Super Phosphate
65.99,40.26,33.42,27.4,68.8,6.39,15.5,Sandy Loam,Cotton,17-17-17
55.84,43.39,37.06,30.4,89.1,6.94,21,Loam,Rice,17-17-17
78.76,26.26,59.6,27.2,70.6,7.57,14.2,Sandy,Sugarcane,Urea
66.76,34.81,24.78,29.9,71.8,6.75,33.5,Silt Loam,Jute,Muriate of Potash
104.71,51.17,99.9,28.8,50,6.9,35.5,Clay Loam,Grapes,15-15-15
44.52,17.67,34.23,21.7,68.9,6.92,12.8,Sandy,Onion,DAP
44.99,22.32,43.19,21.6,74.4,6.63,18.1,Loamy Sand,Onion,Single Super Phosphate
59.22,34.56,34.48,21.4,50.8,6.7,16.2,Sandy Loam,Sunflower,DAP
45.59,25.88,17.22,27.5,89.1,6.2,13.5,Loamy Sand,Jute,Muriate of Potash
24.96,41.01,24.2,32.5,69.8,5.95,43.7,Clay,Pigeonpea,19-19-19
177.52,69.69,51.94,20.9,76.8,5.77,44.1,Clay,Maize,15-15-15
88.27,43.77,111.6,20.9,71.7,6.84,29.4,Loam,Tomato,15-15-15
120,61.29,93.61,27,66.6,5.55,41.5,Clay,Mango,15-15-15
26.74,10.56,17.71,29.9,60.4,7.94,10,Sandy,Sesame,20-20-0
58.51,31.37,39.93,24.8,68.2,6.56,13.8,Loamy Sand,Brinjal,17-17-17
18.99,59.87,46.49,29.4,74.2,6.52,21.6,Loam,Soybean,Urea
84.09,45.4,43.25,29.1,78.6,6.73,26.4,Silt Loam,Rice,15-15-15
14.36,50,13.42,23.6,54.7,6.47,29.2,Loam,Lentil,19-19-19
90.87,38.3,110.2,26.6,71.7,6.19,33.8,Clay Loam,Mango,15-15-15
14.41,45.08,17.53,32.2,61.6,6.64,29.2,Loam,Pigeonpea,19-19-19
23.04,83.43,49.79,20.6,67.6,5.63,38.6,Clay Loam,Soybean,Urea
15.29,17.08,11.45,26,67,6.74,10.3,Sandy,Black Gram,20-20-0
28.67,23.62,30.07,30,55,7.9,9.8,Sandy,Sunflower,28-28-0
88.33,42.18,43.72,20,54.7,6.34,40.8,Clay,Barley,15-15-15
76.07,42.69,145.75,33,62.2,6.25,45.7,Clay,Grapes,15-15-15
92.89,25.64,30.54,34.2,68.3,6.5,21.3,Loam,Sorghum,15-15-15
173.43,76.82,86.02,23.1,65.5,6.34,31.6,Clay Loam,Sugarcane,15-15-15
129.84,34.75,155.63,22,84.2,6.13,23.5,Loam,Banana,15-15-15
33.04,19.29,69.39,29.2,70.2,6.3,16.6,Sandy Loam,Tobacco,DAP
30.79,54.57,41.98,31,75.5,6.18,44.5,Clay,Groundnut,15-15-15
153.16,39.95,103.87,17,80.8,6.57,29.9,Silt Loam,Cabbage,15-15-15
134.99,46.54,59.6,24.3,64,6.9,38.4,Clay,Maize,15-15-15
63.44,35.75,30.96,29.9,54.5,6.05,32.8,Silt Loam,Sorghum,17-17-17
12.66,30.6,34.14,21.7,78.6,6.72,14.7,Loamy Sand,Soybean,Urea
51.5,19.37,26.44,29.3,78.4,7.04,14,Loamy Sand,Okra,DAP
112.05,46.68,67.04,16.1,76,6.41,29.4,Silt Loam,Cauliflower,15-15-15
25.6,10.68,15.17,32.6,51.1,7.13,11.2,Sandy,Sesame,20-20-0
65.04,50.6,38.8,27.8,56.5,6.15,34.8,Clay Loam,Sunflower,15-15-15
35.14,19.63,26.96,27.8,75,6.93,10.6,Sandy,Rice,DAP
114.32,34,89.19,26.1,63.5,6.26,44.9,Clay,Brinjal,15-15-15
149.09,63.61,70.37,15.8,73.1,6.69,32.7,Clay Loam,Cabbage,15-15-15
43.02,32.49,28.9,23.4,68.2,7.07,15.9,Loamy Sand,Sunflower,Muriate of Potash
68.45,25.62,26.72,18.2,70,6.58,15.9,Sandy Loam,Mustard,Muriate of Potash
78.84,39.29,69.67,17.7,84.6,6.98,21,Loam,Cabbage,15-15-15
83.32,23.59,64.42,30.5,73.2,6.49,19.4,Loamy Sand,Citrus,Single Super Phosphate
52.92,35.25,29.21,23,69.9,7.02,15.3,Loamy Sand,Sunflower,Muriate of Potash
45.58,25.89,20.78,23.2,66.8,7.74,13.1,Sandy,Mustard,Muriate of Potash
52.21,21.53,50.63,25,52.5,6.17,13.3,Loamy Sand,Chilli,Single Super Phosphate
18.02,39.47,38.66,22.8,75.9,6.49,22.3,Sandy Loam,Soybean,Urea
99.91,79.52,95.2,24.7,79.7,6.15,36.3,Clay Loam,Potato,15-15-15
20.17,58.1,16.82,23.1,58.7,6.65,27,Silt Loam,Lentil,19-19-19
113.35,35.96,119.01,26.5,61.3,6.42,35,Clay Loam,Grapes,15-15-15
59.52,38.28,25.74,24.1,65.4,6.98,24.5,Sandy Loam,Sunflower,Muriate of Potash
71.55,67.43,132.52,18.8,75.9,6.46,26.6,Loam,Potato,15-15-15
68.52,37.67,69.41,24.8,71.5,5.66,48.8,Clay,Brinjal,15-15-15
59.77,27.45,45.85,23.8,52.6,7.98,10.3,Sandy,Grapes,15-15-15
56.05,30.06,27.68,28.7,79.3,7.41,8.7,Sandy,Rice,Muriate of Potash
20.53,28.96,25.04,29.9,77.4,6.86,33.2,Silt Loam,Pigeonpea,Urea
78.41,27.01,23.81,21.7,50.3,6.94,38.3,Clay Loam,Barley,Muriate of Potash
96.49,32.56,48.64,25.1,50.1,6.26,34.9,Clay Loam,Sorghum,15-15-15
15.95,45.46,39.49,20.1,79.5,6.62,16.5,Sandy Loam,Soybean,Urea
49.1,20.18,21.14,27.5,73,7.33,8.5,Sandy,Cotton,20-20-0
112.77,35.94,88.84,27.8,74.3,5.72,49.9,Clay,Brinjal,15-15-15
99.89,48.44,51.42,31.4,69.7,5.64,35.3,Clay,Brinjal,15-15-15
21.31,42.74,20,28.1,70.6,6.52,25.2,Silt Loam,Green Gram,19-19-19
52.7,44.64,102.16,34.9,56,6.88,26,Loam,Grapes,15-15-15
83.35,45.72,99.4,25.4,63.5,6.7,34.8,Silt Loam,Mango,15-15-15
83.59,38.08,37.22,28.2,75.4,6.59,17.7,Sandy Loam,Maize,Urea
26.21,69.24,25.15,23.7,66.3,6.01,49.5,Clay,Lentil,Urea
16.26,40.3,12.65,22.5,61.2,7.14,18.9,Loamy Sand,Lentil,19-19-19
28.55,42.59,20.09,29.3,73.6,5.78,45.2,Clay,Green Gram,19-19-19
23.55,28.88,22.02,31.5,78.8,6.71,33,Silt Loam,Pigeonpea,20-20-0
119.34,39.33,54.98,27,68.5,6.71,28.7,Loam,Maize,15-15-15
152.57,28.65,152.48,21.6,73.7,6.88,18.6,Sandy Loam,Banana,15-15-15
39.58,21.04,14.57,28,79,7.05,14.9,Sandy,Jute,20-20-0
58.92,21.81,28.12,27.2,85.4,6.46,16.1,Sandy Loam,Jute,12-32-16
53.36,39.65,38.05,21.9,52.1,6.34,43.9,Clay,Sunflower,DAP
39.93,21.41,36.25,30.3,71.5,7.49,20,Loamy Sand,Okra,28-28-0
69.18,31.63,54.36,24.4,64.6,6.82,21.5,Sandy Loam,Onion,17-17-17
117.84,57.38,92.67,24.9,76.4,6.54,33.1,Silt Loam,Potato,15-15-15
102.79,35.53,35.96,21.4,69.3,7.42,17.8,Loamy Sand,Maize,15-15-15
92.39,40.14,193.48,27.3,79.3,6.29,22.9,Sandy Loam,Banana,15-15-15
18.46,49.39,31.22,28.2,66.7,6.7,24.7,Loam,Groundnut,Urea
26.91,23.12,17.9,29.4,55.5,6.42,21.8,Sandy Loam,Sesame,20-20-0
16.79,61.06,51.38,30.5,63.6,6.15,37.6,Clay Loam,Groundnut,Urea
42.89,35.88,23.35,24.2,79.2,6.49,19.9,Loamy Sand,Rice,Muriate of Potash
42.43,22.31,59.76,15.3,51.6,6.89,11.9,Sandy,Grapes,Single Super Phosphate
38.92,21.84,52.55,28.7,69.2,6.45,17,Loamy Sand,Tobacco,28-28-0
45.08,17.21,18.16,20.5,51.1,6.59,16.8,Sandy Loam,Barley,20-20-0
10.37,26.03,19.35,26.5,70,7.7,8.4,Sandy,Soybean,20-20-0
114.21,31.22,84.52,22.4,63.9,5.94,35.2,Clay Loam,Chilli,14-35-14
88,45.22,67.83,17.5,84.7,6.94,24.6,Sandy Loam,Cabbage,15-15-15
34.12,21.84,53.67,29.9,63.1,6.37,17,Sandy Loam,Tobacco,28-28-0
67.86,43.35,29.83,30.7,76.4,6.77,26.5,Silt Loam,Cotton,Muriate of Potash
18.59,28.13,18.28,27.4,59.9,6.05,20.8,Sandy Loam,Chickpea,20-20-0
46.58,29.71,24.63,30.7,77.7,6.3,28.6,Loam,Jute,Muriate of Potash
65.32,28.82,53.52,19.1,80.3,7.31,14.7,Sandy,Cauliflower,15-15-15
18.46,62.09,45.4,32.9,60.9,6.12,39.8,Clay,Groundnut,Urea
67.75,27.39,62.31,29.2,67.7,7.34,10.6,Sandy,Citrus,15-15-15
76.42,30,74.11,29.4,78.3,6.05,20.8,Loam,Mango,15-15-15
23.88,13.25,16.33,30.9,61.6,6.82,14.7,Loamy Sand,Sesame,20-20-0
25.79,39.02,23.17,25.4,74.3,6.29,37.2,Clay Loam,Black Gram,19-19-19
72.34,50.25,78.48,20.2,62.7,6.69,50,Clay,Onion,15-15-15
83.99,28.53,43.31,15.3,76.2,6.73,9.8,Sandy,Cauliflower,15-15-15
102.49,50.77,48.96,24,62.1,6.51,31.4,Silt Loam,Onion,15-15-15
190.67,54,81.31,21.1,82,6.41,32,Silt Loam,Sugarcane,15-15-15
97.31,38.66,33.36,31.3,69.2,6.75,31.1,Clay Loam,Sorghum,15-15-15
76.92,29.32,49.31,34.3,69.2,5.87,39.2,Clay Loam,Okra,15-15-15
62.35,30.1,31.48,18.7,58.7,5.99,37.4,Clay Loam,Barley,17-17-17
65.69,35.77,78.08,22.9,63.8,6.67,21.2,Sandy Loam,Citrus,15-15-15
69.68,22.59,75.71,27.1,73.7,6.91,20.4,Sandy Loam,Mango,Single Super Phosphate
20.52,33.07,18.31,19,53.8,6.93,31.1,Silt Loam,Lentil,20-20-0
19.32,52.93,28.77,29.7,71.3,6.02,32.9,Silt Loam,Groundnut,Urea
37.94,30.36,64.35,31.9,54.9,7.61,13.5,Sandy,Grapes,20-20-0
89.32,45.98,31.75,22.4,50.9,5.79,45,Clay,Mustard,15-15-15
76.99,36.63,64.55,28.2,73.3,6.89,13.9,Sandy,Tomato,15-15-15
53.09,28.98,31.59,25.3,65.8,6.91,14.9,Loamy Sand,Cotton,14-35-14
45.82,17.65,16.54,31.3,79,6.25,14.6,Loamy Sand,Jute,20-20-0
13.77,37.01,20.85,30.8,76.5,6.13,24.4,Loam,Green Gram,19-19-19
58.34,29.99,34.18,23.4,50.2,6.31,24.9,Loam,Sunflower,DAP
60.52,20.24,18.99,33.7,78.8,7.23,8.8,Sandy,Cotton,12-32-16
80.39,34.44,157.48,23.6,83.3,6.96,19.6,Loamy Sand,Banana,15-15-15
42.1,16.93,34.56,26.1,73.2,6.93,24.7,Sandy Loam,Okra,DAP
71.13,21.89,59.53,28.7,61.5,7.11,10.4,Sandy,Mango,Single Super Phosphate
39.74,23.33,22.29,21.8,68.8,6.64,17.8,Loamy Sand,Barley,20-20-0
123.93,29.64,70.5,25.9,68.7,6.17,30,Silt Loam,Mango,15-15-15
79.87,43.98,44.39,28.8,68.8,6.62,33.8,Silt Loam,Chilli,15-15-15
33,13.5,16.53,28.2,61.7,6.45,17.1,Loamy Sand,Sesame,20-20-0
68.12,30.25,23.22,28.4,76.9,6.58,16.3,Loamy Sand,Cotton,Muriate of Potash
10.9,21.03,11.82,27.1,65.7,6.59,10.1,Sandy,Green Gram,20-20-0
153.25,33.72,187.59,20.7,71.6,6.81,21.2,Sandy Loam,Banana,15-15-15
84.86,36.84,86.84,20.7,71.9,6.72,29.8,Loam,Citrus,15-15-15
51.94,33.77,69.48,27.3,72.3,7.86,8.7,Sandy,Tomato,14-35-14
37.69,17.03,14.7,29,66.4,6.13,21.7,Sandy Loam,Sesame,20-20-0
67.47,21.22,20.31,34.1,65.3,6.17,13.7,Loamy Sand,Sorghum,12-32-16
26.65,17.54,22.24,29.2,67.6,6.99,13,Loamy Sand,Sesame,20-20-0
151.82,33.4,174.75,28.4,79,6.97,33.5,Silt Loam,Banana,15-15-15
111.78,33.84,56.01,24,69,5.79,40.5,Clay,Brinjal,15-15-15
64.98,45.56,70.11,26.9,61.4,6.71,27.7,Loam,Chilli,15-15-15
98.89,48.74,49.83,22.4,66.9,6.68,37.5,Clay Loam,Maize,Urea
105.34,64.45,92.66,20.7,72.4,6.18,47.8,Clay,Tomato,15-15-15
59.33,17.5,29.22,23,52.7,7.23,13.6,Sandy,Chilli,DAP
29.61,58.46,51.93,27.3,68.1,6.81,35.4,Clay,Groundnut,Urea
73.42,30.93,51.58,20.1,67.7,6.35,26.3,Silt Loam,Sunflower,DAP
80.69,36.67,52.06,19.6,82.6,6.51,12.7,Sandy,Cauliflower,15-15-15
116.72,24.21,139.08,29.5,73.3,6.65,24.2,Sandy Loam,Banana,Single Super Phosphate
15.94,29.88,27.4,29,64.5,6.05,15.5,Loamy Sand,Soybean,Urea
38.91,23.42,70.52,22.5,75,6.15,19,Sandy Loam,Tobacco,28-28-0
24.24,14.16,19.63,32.3,59.2,6.05,21.9,Sandy Loam,Sesame,20-20-0
88.71,33.07,117.74,24.6,60.7,6.55,27.9,Silt Loam,Grapes,15-15-15
35.14,28.14,79.28,27.4,61.3,6.92,27.6,Silt Loam,Tobacco,28-28-0
78.73,49.13,81.03,19.6,75.1,6.26,27.3,Loam,Cabbage,15-15-15
90.88,25.93,35.38,25.7,59.6,6.12,26.5,Loam,Sorghum,15-15-15
26.25,21.4,22.49,22.5,50.8,6.98,13.5,Sandy,Sunflower,20-20-0
67.81,28.12,41.52,25.4,62.7,7.41,14.5,Loamy Sand,Brinjal,15-15-15
22.58,70.47,50.48,26.2,78,6.17,31.3,Silt Loam,Soybean,Urea
41.42,34.33,35.01,33.3,56.3,6.52,39.6,Clay,Sesame,20-20-0
47.63,25.64,57.4,21.8,61.6,6.62,28.5,Loam,Tobacco,20-20-0
47.34,31.18,91.41,18.2,55.4,6.23,19,Sandy Loam,Grapes,20-20-0
15.92,29.86,10.48,31.4,69.5,7.4,14.3,Loamy Sand,Black Gram,20-20-0
54.65,19.99,29.81,29.9,83.6,6.15,17.6,Sandy Loam,Jute,DAP
9.34,22.6,9.26,19.7,66,6.7,15,Sandy,Lentil,20-20-0
22.56,29.3,14.63,30.7,61,6.8,24.4,Loam,Green Gram,20-20-0
57.94,39.07,57.05,29.6,64.5,6.93,29.6,Loam,Brinjal,17-17-17
50.07,22.85,17.64,21.5,69,6.02,18.6,Sandy Loam,Barley,12-32-16
16.47,44.99,56.64,33.5,78.2,5.71,32.1,Clay Loam,Groundnut,Urea
71.45,58.93,40.86,25.2,62.7,6.49,49.7,Clay,Cotton,15-15-15
13.68,22.63,16.06,26.2,64.8,6.29,16.4,Loamy Sand,Black Gram,20-20-0
64.43,20.58,29.06,23,52.6,6.07,16.9,Sandy Loam,Mustard,12-32-16
101.28,49.17,40.79,25.3,89.3,5.86,48.5,Clay,Rice,15-15-15
12.38,47.06,40.61,24.2,77.3,6.26,20.7,Sandy Loam,Soybean,Urea
20.04,35.69,17.34,18,55.1,6.28,15.9,Sandy Loam,Lentil,19-19-19
12.5,44.84,30.83,29.3,79.8,6.23,15.8,Loamy Sand,Groundnut,Urea
88,54.25,48.63,22.1,68.2,6.93,21.8,Sandy Loam,Sugarcane,Urea
22.73,43.35,23.6,20.9,52.9,6.53,31.3,Clay Loam,Lentil,19-19-19
14.29,32.88,12.94,24.2,57.9,7.54,13.2,Sandy,Chickpea,20-20-0
106.02,43.61,27.57,20.2,57.9,6.52,24.4,Loam,Wheat,Muriate of Potash
163.62,69.89,104.58,16,76,5.61,41.8,Clay,Cauliflower,15-15-15
119.35,34.88,75.78,24.4,63.6,6.23,33.4,Clay Loam,Mango,15-15-15
34.67,30.08,28.46,33.4,53.7,6.77,35.8,Clay Loam,Sesame,Muriate of Potash
41.48,22.42,35.14,22.8,72.6,6.68,11.4,Sandy,Brinjal,Single Super Phosphate
36.27,22.18,23.28,25.2,77.9,7.73,10.3,Sandy,Jute,20-20-0
116.58,48.96,69,28.4,74.5,6.71,24.2,Loam,Tomato,15-15-15
20.5,60.53,30.31,27.9,73.1,6.18,20.4,Sandy Loam,Soybean,Urea
108.9,46.88,30.52,29.9,59.6,6.85,30,Clay Loam,Sorghum,15-15-15
57.84,33.83,26.3,18.6,69.5,6.74,20.7,Loam,Barley,Muriate of Potash
44.86,29.1,81.61,24.9,71.2,6.42,15.7,Sandy Loam,Tobacco,20-20-0
77.51,39.04,54.36,25.5,70.5,5.66,32,Clay Loam,Okra,15-15-15
13.97,36.39,10.34,20.9,63.5,6.2,14.6,Loamy Sand,Lentil,19-19-19
52.36,26.93,25.12,24.7,66.9,7.78,12,Sandy,Mustard,Muriate of Potash
135.9,71.45,77.69,15.3,84.2,5.51,49.7,Clay,Cabbage,15-15-15
64.59,33.56,57.15,16.2,81.6,7.71,9.7,Sandy,Cauliflower,17-17-17
